plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
HEW7782,NY,PAS,9001676686,8/1/2022,08:33A,FIRE HYDRANT,,115,0,0,0,115,0,122,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PYWxrMFRtYzlQUT09&locationName=_____________________)
JPX1774,NY,PAS,8950490262,2/16/2022,02:11P,FIRE HYDRANT,,115,0,0,0,115,0,20,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkVreVRXYzlQUT09&locationName=_____________________)
K91NZY,NJ,PAS,1493095821,9/17/2023,07:18A,FIRE HYDRANT,,115,10,0,0,0,125,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdkNVRWRTlQUT09&locationName=_____________________)
HSE9120,NY,PAS,8950490330,2/16/2022,03:23P,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,65,0,0,20,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkUxNlRVRTlQUT09&locationName=_____________________)
GSR4740,NY,PAS,8950490110,2/15/2022,03:05P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkVWNFRVRTlQUT09&locationName=_____________________)
KVD1858,NY,PAS,8950490274,2/16/2022,02:15P,EXPIRED MUNI METER,,65,0,0,0,65,0,20,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkVrelRrRTlQUT09&locationName=_____________________)
HMD9886,NY,PAS,4788480931,7/25/2022,03:03P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkd0NlRWRTlQUT09&locationName=_____________________)
52057JV,NY,COM,8950490833,2/17/2022,01:59P,NO PARKING-DAY/TIME LIMITS,,65,0,0,40,25,0,19,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOUkdkNlRYYzlQUT09&locationName=_____________________)
H81JYL,NJ,PAS,4788480967,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkdzeVRuYzlQUT09&locationName=_____________________)
GTE4112,NY,PAS,4788480979,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkdzelQxRTlQUT09&locationName=_____________________)
JGW4187,NY,PAS,4788480992,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOUkdzMVRXYzlQUT09&locationName=_____________________)
KEH4354,NY,PAS,9001677319,8/3/2022,07:24A,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,121,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWsxNFQxRTlQUT09&locationName=_____________________)
HZG1254,NY,PAS,4788481005,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVGM1RsRTlQUT09&locationName=_____________________)
HZT8843,NY,PAS,4865176718,9/23/2023,09:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNVVSVE5PYW1ONFQwRTlQUT09&locationName=_____________________)
91591ME,NY,COM,8950491722,2/23/2022,01:29P,NO STANDING-BUS STOP,,115,0,0,15,100,0,24,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkdONVRXYzlQUT09&locationName=_____________________)
36890ME,NY,COM,8950491620,2/22/2022,02:07P,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,19,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkZsNVRVRTlQUT09&locationName=_____________________)
66855MM,NY,COM,8950491497,2/22/2022,01:31P,NO PARKING-DAY/TIME LIMITS,,65,0,0,40,25,0,19,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkZFMVRuYzlQUT09&locationName=_____________________)
KLL4832,NY,PAS,8950491394,2/21/2022,02:42P,NO STANDING-EXC. TRUCK LOADING,,95,0,0,0,95,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkUwMVRrRTlQUT09&locationName=_____________________)
JDL4859,NY,PAS,4864297885,9/21/2023,06:13P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZPZW1jMFRsRTlQUT09&locationName=_____________________)
T100516C,NY,OMT,5128581536,7/1/2023,08:53A,FAILURE TO STOP AT RED LIGHT,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOVkZWNlRtYzlQUT09&locationName=_____________________)
ARG8444,WI,PAS,1493095833,9/17/2023,01:05A,NO PARKING-DAY/TIME LIMITS,,60,10,0,0,0,70,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdkNlRYYzlQUT09&locationName=_____________________)
86796MK,NY,COM,8948136161,8/17/2022,02:30P,DOUBLE PARKING,,115,0,0,50,65,0,19,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVSWHBPYWtVeVRWRTlQUT09&locationName=_____________________)
HXD7540,NY,PAS,1493095857,9/9/2023,02:23A,NO PARKING-DAY/TIME LIMITS,,60,10,0,0,0,70,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdjeFRuYzlQUT09&locationName=_____________________)
KZD1652,NY,PAS,4827644299,2/18/2023,05:44P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJPUkVrMVQxRTlQUT09&locationName=_____________________)
HNZ8600,NY,PAS,2010519437,6/6/2023,01:27A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,75,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMUVWWGhQVkZGNlRuYzlQUT09&locationName=_____________________)
GFE9897,NY,PAS,4788481091,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVFMVRWRTlQUT09&locationName=_____________________)
32939NA,NY,COM,8919360443,5/27/2021,01:45P,NO PARKING-DAY/TIME LIMITS,7/28/2022,65,60,0.81,0,125.81,0,1,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpOUkZFd1RYYzlQUT09&locationName=_____________________)
HMV6314,NY,PAS,8919360960,6/2/2021,03:07P,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,0,65,0,1,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpOUkdzeVRVRTlQUT09&locationName=_____________________)
FLS5803,NY,PAS,4788481078,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVFelQwRTlQUT09&locationName=_____________________)
KXH3187,NY,PAS,4827644329,2/18/2023,05:45P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJPUkUxNVQxRTlQUT09&locationName=_____________________)
KNE3357,NY,PAS,2011030780,3/17/2023,08:12A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,66,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOUkdNMFRVRTlQUT09&locationName=_____________________)
98090NB,NY,COM,5128581585,7/1/2023,08:54A,FAILURE TO STOP AT RED LIGHT,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOVkZVMFRsRTlQUT09&locationName=_____________________)
W89PKD,NJ,PAS,8950491760,2/23/2022,01:51P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOVkdNeVRVRTlQUT09&locationName=_____________________)
JNF6591,NY,PAS,8950492076,2/24/2022,12:58P,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,23,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWtFelRtYzlQUT09&locationName=_____________________)
T432859C,NY,OMT,2011030791,3/17/2023,08:13A,NO PARKING-STREET CLEANING,,65,30,0,0,95,0,66,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOUkdNMVRWRTlQUT09&locationName=_____________________)
JKK2089,NY,PAS,9001677459,8/3/2022,08:13A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,121,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWxFeFQxRTlQUT09&locationName=_____________________)
HLK6799,NY,PAS,4788481108,7/25/2022,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkVWM1QwRTlQUT09&locationName=_____________________)
HSV7248,NY,PAS,9001677460,8/3/2022,08:19A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,121,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWxFeVRVRTlQUT09&locationName=_____________________)
KVC2853,NY,PAS,1493095869,9/9/2023,01:57A,DOUBLE PARKING,,115,10,0,0,25,100,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdjeVQxRTlQUT09&locationName=_____________________)
LBN3205,NY,PAS,1493095870,9/8/2023,11:58P,NO STANDING-DAY/TIME LIMITS,,115,10,0,0,0,125,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdjelRVRTlQUT09&locationName=_____________________)
61219JX,NY,COM,8739208667,4/24/2019,10:09A,SAFETY ZONE,10/17/2019,115,60,52.15,0.78,226.37,0,109,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVrOVVTWGRQUkZreVRuYzlQUT09&locationName=_____________________)
HVW3916,NY,PAS,8763324908,1/27/2020,09:19A,REG. STICKER-EXPIRED/MISSING,6/16/2022,65,60,4.24,0.22,129.02,0,43,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rMTZUWGxPUkd0M1QwRTlQUT09&locationName=_____________________)
KGH3564,PA,PAS,1493095900,8/7/2023,03:53A,FIRE HYDRANT,,115,30,0,0,0,145,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkd0M1RVRTlQUT09&locationName=_____________________)
123,NY,VAS,2011030810,3/17/2023,08:20A,NO PARKING-STREET CLEANING,,65,0,0,65,0,0,66,Kings,DEPARTMENT OF SANITATION,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOUkdkNFRVRTlQUT09&locationName=_____________________)
HGK5546,NY,PAS,8950492593,2/27/2022,01:39P,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,20,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxVMVRYYzlQUT09&locationName=_____________________)
28501MH,NY,COM,8950492428,2/25/2022,04:24P,NO STANDING-BUS STOP,,115,0,0,15,100,0,33,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxGNVQwRTlQUT09&locationName=_____________________)
17039MH,NY,COM,8950492611,2/27/2022,01:54P,DOUBLE PARKING,,115,0,0,80,35,0,20,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxsNFRWRTlQUT09&locationName=_____________________)
GWNF28,FL,PAS,4827644445,2/18/2023,05:47P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJPUkZFd1RsRTlQUT09&locationName=_____________________)
GKD9883,NY,PAS,8950492477,2/27/2022,12:11P,FIRE HYDRANT,,115,0,0,0,115,0,20,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVVVFZOYWxFelRuYzlQUT09&locationName=_____________________)
T659007C,NY,OMT,1493095924,8/6/2023,02:45A,FIRE HYDRANT,,115,30,0,0,0,145,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkd0NVRrRTlQUT09&locationName=_____________________)
M95RCJ,NJ,PAS,1493095936,7/26/2023,01:24A,NO PARKING-DAY/TIME LIMITS,,60,10,0,0,0,70,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkd0NlRtYzlQUT09&locationName=_____________________)
68094JZ,NY,COM,8950575802,3/3/2022,01:20P,DOUBLE PARKING,,115,0,0,80,35,0,23,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkdkM1RXYzlQUT09&locationName=_____________________)
XJEW48,NJ,PAS,8950575644,3/2/2022,02:35P,PLTFRM LFTS LWRD POS COMM VEH,,65,0,0,0,65,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkZrd1RrRTlQUT09&locationName=_____________________)
KNW3716,NY,PAS,9001677514,8/3/2022,09:10A,FIRE HYDRANT,,115,0,0,0,115,0,121,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZWxWNFRrRTlQUT09&locationName=_____________________)
63393JM,NY,COM,8950575565,3/2/2022,01:48P,DOUBLE PARKING,,115,0,0,80,35,0,24,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkZVeVRsRTlQUT09&locationName=_____________________)
12090MM,NY,COM,8950575589,3/2/2022,02:02P,EXPIRED MUNI METER,,65,0,0,0,65,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PVkZVMFQxRTlQUT09&locationName=_____________________)
JFP4718,NY,PAS,4788481406,7/25/2022,03:06P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkZGM1RtYzlQUT09&locationName=_____________________)
HTY6292,NY,PAS,8919365568,8/14/2021,03:52P,FIRE HYDRANT,7/28/2022,115,60,1.38,0.22,176.16,0,6,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpPVkZVeVQwRTlQUT09&locationName=_____________________)
KDR8052,NY,PAS,8919365210,8/12/2021,03:46P,EXPIRED MUNI METER,,65,30,0,0,95,0,1,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpPVkVsNFRVRTlQUT09&locationName=_____________________)
N22NHN,NJ,PAS,8919365544,8/14/2021,03:34P,FAIL TO DSPLY MUNI METER RECPT,,65,30,0,0,95,0,6,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVUVEpPVkZVd1RrRTlQUT09&locationName=_____________________)
GBC2618,NY,PAS,9001677745,8/4/2022,07:35A,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,120,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZW1Nd1RsRTlQUT09&locationName=_____________________)
AE27787,AZ,PAS,2010519528,6/6/2023,01:51A,NO PARKING-STREET CLEANING,,65,0,0,65,0,0,75,Kings,DEPARTMENT OF SANITATION,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMUVWWGhQVkZWNVQwRTlQUT09&locationName=_____________________)
KUY3647,NY,PAS,2010519486,6/6/2023,01:41A,NO PARKING-STREET CLEANING,,65,10,0,0,75,0,75,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMUVWWGhQVkZFMFRtYzlQUT09&locationName=_____________________)
8EZ4270,MD,PAS,2011600030,5/10/2023,08:49A,NO PARKING-STREET CLEANING,,65,10,0,0,75,0,101,Qns,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVXWGROUkVGNlRVRTlQUT09&locationName=_____________________)
TDA0059,GA,PAS,1493095948,7/26/2023,12:34A,NO STANDING-DAY/TIME LIMITS,,115,30,0,0,0,145,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdzd1QwRTlQUT09&locationName=_____________________)
KST6470,NY,PAS,1493095961,7/8/2023,04:13A,NO STANDING-DAY/TIME LIMITS,,115,60,0,0,0,175,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPVkdzeVRWRTlQUT09&locationName=_____________________)
JRZ8155,NY,PAS,9001677824,8/4/2022,08:25A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,122,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5PZW1kNVRrRTlQUT09&locationName=_____________________)
KSD3667,NY,PAS,8950576661,3/7/2022,02:03P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PYWxreVRWRTlQUT09&locationName=_____________________)
JSC4699,NY,PAS,8950576703,3/7/2022,02:45P,EXPIRED MUNI METER,,35,0,0,0,35,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PYW1OM1RYYzlQUT09&locationName=_____________________)
28503MH,NY,COM,8950576569,3/7/2022,01:17P,NO STANDING-DAY/TIME LIMITS,,115,0,0,15,100,0,24,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PYWxVeVQxRTlQUT09&locationName=_____________________)
T35RAW,NJ,PAS,4864297940,9/21/2023,06:14P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZPZW1zd1RVRTlQUT09&locationName=_____________________)
23634MG,NY,COM,8950576831,3/8/2022,01:09P,NO PARKING-DAY/TIME LIMITS,,65,0,0,40,25,0,19,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PYW1kNlRWRTlQUT09&locationName=_____________________)
HHD6960,NY,PAS,8950576855,3/8/2022,01:16P,NO PARKING-DAY/TIME LIMITS,,65,0,0,0,65,0,19,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5PYW1jeFRsRTlQUT09&locationName=_____________________)
86766NA,NY,COM,4864297952,9/21/2023,06:14P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZPZW1zeFRXYzlQUT09&locationName=_____________________)
3FBC51,MA,PAS,4788481935,7/25/2022,03:10P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkd0NlRsRTlQUT09&locationName=_____________________)
KVJ7157,NY,PAS,4788482046,7/25/2022,03:10P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOYWtFd1RtYzlQUT09&locationName=_____________________)
JPY6256,NY,PAS,4788481844,7/25/2022,03:09P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOVkdjd1RrRTlQUT09&locationName=_____________________)
KGN3755,NY,PAS,9001678490,8/6/2022,09:30A,CROSSWALK,,115,0,0,0,115,0,122,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVE5QUkZFMVRVRTlQUT09&locationName=_____________________)
JHD2681,NY,PAS,4788482393,7/25/2022,03:13P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOYWswMVRYYzlQUT09&locationName=_____________________)
KHM8778,NY,PAS,4857170401,8/13/2023,08:07A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1VNTZSVE5OUkZGM1RWRTlQUT09&locationName=_____________________)
GFS6010,NY,PAS,4788482381,7/25/2022,03:13P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOYWswMFRWRTlQUT09&locationName=_____________________)
HXV6713,NY,PAS,4788482514,7/25/2022,03:14P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJOYWxWNFRrRTlQUT09&locationName=_____________________)
JHM6245,NY,PAS,9001680410,7/17/2022,05:34P,NO STANDING-BUS STOP,,115,0,0,0,115,0,100,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFJOUkZGNFRVRTlQUT09&locationName=_____________________)
KHL9114,NY,PAS,4857170425,8/13/2023,08:08A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1VNTZSVE5OUkZGNVRsRTlQUT09&locationName=_____________________)
